"SurveyResponseID","AnswerNumber","SocialMediaUsed","TripStage"
3185029,138,"Twitter","After trip to NZ"
3185045,126,"None of these","During trip to NZ"
3185022,138,"None of these","After trip to NZ"
3185004,148,"None of these","After trip to NZ"
3185038,129,"Facebook","Planning trip to NZ"
3184959,142,"Facebook","After trip to NZ"
3184955,121,"None of these","During trip to NZ"
3185000,142,"None of these","After trip to NZ"
3185004,147,"Facebook","During trip to NZ"
3185005,150,"Facebook","Planning trip to NZ"
3185024,124,"None of these","Planning trip to NZ"
3185030,126,"None of these","After trip to NZ"
3185036,106,"None of these","Planning trip to NZ"
3184951,108,"Facebook","After trip to NZ"
3185004,146,"None of these","Planning trip to NZ"
3185042,145,"None of these","Planning trip to NZ"
3185030,125,"None of these","During trip to NZ"
3185005,152,"Facebook","After trip to NZ"
3184975,142,"Facebook","Planning trip to NZ"
3185050,143,"None of these","Planning trip to NZ"
3185000,141,"Facebook","During trip to NZ"
3185022,137,"None of these","During trip to NZ"
3185045,127,"Facebook","After trip to NZ"
3184955,122,"Facebook","After trip to NZ"
3184971,138,"Twitter","Planning trip to NZ"
3184959,141,"None of these","During trip to NZ"
3185005,151,"None of these","During trip to NZ"
3185061,116,"None of these","Planning trip to NZ"
3185038,132,"Mixi","After trip to NZ"
3184971,139,"None of these","During trip to NZ"
3185024,125,"None of these","During trip to NZ"
3184971,140,"None of these","After trip to NZ"
3185024,126,"Facebook","After trip to NZ"
3185042,147,"None of these","After trip to NZ"
3185038,131,"Facebook","After trip to NZ"
3185061,117,"None of these","During trip to NZ"
3185038,130,"Facebook","During trip to NZ"
3185042,146,"Facebook","During trip to NZ"
3185054,121,"Facebook","Planning trip to NZ"
3185066,144,"None of these","Planning trip to NZ"
3185073,143,"None of these","Planning trip to NZ"
3184975,143,"None of these","During trip to NZ"
3185050,145,"None of these","After trip to NZ"
3185073,144,"None of these","During trip to NZ"
3185054,122,"None of these","During trip to NZ"
3185061,118,"None of these","After trip to NZ"
3185074,128,"None of these","Planning trip to NZ"
3185081,125,"None of these","Planning trip to NZ"
3185050,144,"None of these","During trip to NZ"
3184975,144,"Facebook","After trip to NZ"
3185078,110,"Facebook","Planning trip to NZ"
3185077,137,"Mixi","After trip to NZ"
3185074,130,"None of these","After trip to NZ"
3185081,127,"Facebook","After trip to NZ"
3185066,145,"Facebook","During trip to NZ"
3185081,126,"Facebook","During trip to NZ"
3185077,135,"None of these","Planning trip to NZ"
3185073,145,"Facebook","After trip to NZ"
3185054,123,"Facebook","After trip to NZ"
3185089,123,"None of these","Planning trip to NZ"
3185074,129,"None of these","During trip to NZ"
3185086,156,"Facebook","Planning trip to NZ"
3184987,139,"None of these","Planning trip to NZ"
3185093,135,"None of these","Planning trip to NZ"
3184995,125,"None of these","Planning trip to NZ"
3185086,157,"Facebook","During trip to NZ"
3184987,141,"Facebook","After trip to NZ"
3185089,125,"Facebook","After trip to NZ"
3185078,112,"Facebook","After trip to NZ"
3185077,136,"None of these","During trip to NZ"
3185066,146,"None of these","After trip to NZ"
3185078,111,"Facebook","During trip to NZ"
3185089,124,"Facebook","During trip to NZ"
3185086,158,"None of these","After trip to NZ"
3184987,140,"Facebook","During trip to NZ"
3185093,136,"None of these","During trip to NZ"
3185090,141,"None of these","Planning trip to NZ"
3185094,124,"None of these","Planning trip to NZ"
3185090,142,"None of these","During trip to NZ"
3185094,125,"None of these","During trip to NZ"
3185105,139,"Facebook","During trip to NZ"
3185105,138,"None of these","Planning trip to NZ"
3185090,143,"Facebook","After trip to NZ"
3185094,126,"None of these","After trip to NZ"
3184995,127,"Facebook","After trip to NZ"
3185036,108,"None of these","After trip to NZ"
3185106,127,"None of these","During trip to NZ"
3185052,147,"Twitter","After trip to NZ"
3185093,137,"Facebook","After trip to NZ"
3185098,129,"Mixi","After trip to NZ"
3185106,128,"None of these","After trip to NZ"
3185056,134,"Facebook","During trip to NZ"
3185044,133,"None of these","Planning trip to NZ"
3185036,107,"Facebook","During trip to NZ"
3185098,127,"None of these","Planning trip to NZ"
3184995,126,"None of these","During trip to NZ"
3185105,140,"None of these","After trip to NZ"
3185044,134,"None of these","During trip to NZ"
3185056,135,"Facebook","After trip to NZ"
3185052,145,"None of these","Planning trip to NZ"
3185003,124,"Facebook","Planning trip to NZ"
3185114,140,"None of these","After trip to NZ"
3185117,138,"None of these","Planning trip to NZ"
3185114,139,"Facebook","During trip to NZ"
3185064,130,"Weibu","After trip to NZ"
3185060,124,"None of these","Planning trip to NZ"
3185064,129,"None of these","During trip to NZ"
3185098,128,"Facebook","During trip to NZ"
3184995,128,"Twitter","After trip to NZ"
3185044,135,"None of these","After trip to NZ"
3185052,146,"None of these","During trip to NZ"
3185106,126,"Facebook","Planning trip to NZ"
3185060,125,"Facebook","During trip to NZ"
3185064,128,"None of these","Planning trip to NZ"
3185117,140,"None of these","After trip to NZ"
3185122,136,"None of these","After trip to NZ"
3185114,138,"None of these","Planning trip to NZ"
3185125,151,"None of these","During trip to NZ"
3185068,125,"Facebook","During trip to NZ"
3185121,141,"Facebook","Planning trip to NZ"
3185056,133,"None of these","Planning trip to NZ"
3185122,134,"Twitter","Planning trip to NZ"
3185068,124,"None of these","Planning trip to NZ"
3185060,126,"None of these","After trip to NZ"
3185125,150,"None of these","Planning trip to NZ"
3185133,110,"Weibu","Planning trip to NZ"
3185138,125,"None of these","Planning trip to NZ"
3185117,139,"None of these","During trip to NZ"
3185121,142,"None of these","During trip to NZ"
3185134,125,"None of these","Planning trip to NZ"
3185072,137,"Facebook","Planning trip to NZ"
3185007,109,"None of these","Planning trip to NZ"
3185137,129,"None of these","Planning trip to NZ"
3185122,135,"None of these","During trip to NZ"
3185121,143,"None of these","After trip to NZ"
3185068,126,"Facebook","After trip to NZ"
3185134,126,"Facebook","During trip to NZ"
3185072,138,"None of these","During trip to NZ"
3185125,152,"None of these","After trip to NZ"
3185076,134,"None of these","Planning trip to NZ"
3185133,112,"None of these","After trip to NZ"
3185134,127,"None of these","After trip to NZ"
3185003,126,"None of these","After trip to NZ"
3185138,127,"Facebook","After trip to NZ"
3185072,139,"None of these","After trip to NZ"
3185084,134,"None of these","Planning trip to NZ"
3185133,111,"None of these","During trip to NZ"
3185138,126,"None of these","During trip to NZ"
3185149,125,"Facebook","Planning trip to NZ"
3185088,129,"None of these","Planning trip to NZ"
3185076,135,"Facebook","During trip to NZ"
3185137,130,"Facebook","During trip to NZ"
3185141,116,"None of these","Planning trip to NZ"
3185145,135,"None of these","Planning trip to NZ"
3185007,110,"Facebook","During trip to NZ"
3185141,117,"None of these","During trip to NZ"
3185084,136,"None of these","After trip to NZ"
3185076,136,"Mixi","After trip to NZ"
3185145,137,"None of these","After trip to NZ"
3185088,130,"None of these","During trip to NZ"
3185162,119,"Facebook","Planning trip to NZ"
3185003,125,"None of these","During trip to NZ"
3185137,131,"None of these","After trip to NZ"
3185138,128,"Twitter","After trip to NZ"
3185158,150,"None of these","Planning trip to NZ"
3185141,118,"None of these","After trip to NZ"
3185084,135,"None of these","During trip to NZ"
3185145,136,"None of these","During trip to NZ"
3185100,126,"None of these","Planning trip to NZ"
3185088,131,"None of these","After trip to NZ"
3185158,151,"None of these","During trip to NZ"
3185092,122,"Facebook","Planning trip to NZ"
3185153,127,"None of these","Planning trip to NZ"
3185007,111,"None of these","After trip to NZ"
3185100,127,"Facebook","During trip to NZ"
3185149,126,"Facebook","During trip to NZ"
3185092,124,"None of these","After trip to NZ"
3185162,120,"Facebook","During trip to NZ"
3185153,128,"None of these","During trip to NZ"
3185108,143,"Facebook","Planning trip to NZ"
3185158,152,"None of these","After trip to NZ"
3185092,123,"Facebook","During trip to NZ"
3185149,127,"None of these","After trip to NZ"
3185100,128,"None of these","After trip to NZ"
3185161,105,"None of these","Planning trip to NZ"
3185112,129,"None of these","Planning trip to NZ"
3185019,129,"None of these","Planning trip to NZ"
3185170,148,"Facebook","Planning trip to NZ"
3185116,136,"None of these","Planning trip to NZ"
3185112,130,"None of these","During trip to NZ"
3185162,121,"None of these","After trip to NZ"
3185120,154,"None of these","During trip to NZ"
3185174,126,"None of these","Planning trip to NZ"
3185108,144,"None of these","During trip to NZ"
3185161,107,"None of these","After trip to NZ"
3185174,128,"Weibu","After trip to NZ"
3185120,155,"Twitter","After trip to NZ"
3185108,145,"None of these","After trip to NZ"
3185161,106,"None of these","During trip to NZ"
3185019,131,"None of these","After trip to NZ"
3185136,135,"None of these","Planning trip to NZ"
3185132,136,"Weibu","Planning trip to NZ"
3185035,121,"None of these","Planning trip to NZ"
3185170,149,"None of these","During trip to NZ"
3185039,118,"None of these","Planning trip to NZ"
3185181,138,"Facebook","Planning trip to NZ"
3185112,131,"None of these","After trip to NZ"
3185035,122,"None of these","During trip to NZ"
3185181,139,"Facebook","During trip to NZ"
3185116,137,"None of these","During trip to NZ"
3185019,130,"None of these","During trip to NZ"
3185186,130,"Facebook","Planning trip to NZ"
3185132,137,"Weibu","During trip to NZ"
3185153,129,"None of these","After trip to NZ"
3185190,142,"None of these","Planning trip to NZ"
3185185,143,"None of these","Planning trip to NZ"
3185170,150,"None of these","After trip to NZ"
3185116,138,"None of these","After trip to NZ"
3185174,127,"Weibu","During trip to NZ"
3185120,153,"None of these","Planning trip to NZ"
3185182,128,"Facebook","Planning trip to NZ"
3185182,129,"Facebook","During trip to NZ"
3185182,130,"None of these","After trip to NZ"
3185132,139,"Weibu","After trip to NZ"
3185132,138,"Kaixin or RenRen","After trip to NZ"
3185186,132,"Facebook","After trip to NZ"
3185185,144,"None of these","During trip to NZ"
3185181,140,"Facebook","After trip to NZ"
3185035,123,"Weibu","After trip to NZ"
3185186,131,"None of these","During trip to NZ"
3185039,119,"Facebook","During trip to NZ"
3185136,137,"None of these","After trip to NZ"
3185193,128,"None of these","Planning trip to NZ"
3185190,143,"Facebook","During trip to NZ"
3185144,121,"Facebook","After trip to NZ"
3185148,133,"None of these","During trip to NZ"
3185136,136,"None of these","During trip to NZ"
3185039,120,"None of these","After trip to NZ"
3185144,119,"Facebook","Planning trip to NZ"
3185193,129,"Facebook","During trip to NZ"
3185206,139,"Facebook","During trip to NZ"
3185148,134,"None of these","After trip to NZ"
3185156,126,"None of these","During trip to NZ"
3185043,154,"None of these","After trip to NZ"
3185206,140,"None of these","After trip to NZ"
3185197,137,"Facebook","After trip to NZ"
3185156,127,"Weibu","After trip to NZ"
3185201,139,"Facebook","During trip to NZ"
3185185,145,"None of these","After trip to NZ"
3185190,144,"Facebook","After trip to NZ"
3185144,120,"Facebook","During trip to NZ"
3185193,130,"Facebook","After trip to NZ"
3185197,136,"Facebook","During trip to NZ"
3185210,140,"None of these","During trip to NZ"
3185043,153,"None of these","During trip to NZ"
3185201,138,"None of these","Planning trip to NZ"
3185160,133,"None of these","Planning trip to NZ"
3185164,123,"None of these","Planning trip to NZ"
3185148,132,"None of these","Planning trip to NZ"
3185210,139,"None of these","Planning trip to NZ"
3185209,138,"None of these","Planning trip to NZ"
3185051,133,"None of these","Planning trip to NZ"
3185206,138,"None of these","Planning trip to NZ"
3185197,135,"None of these","Planning trip to NZ"
3185156,125,"Weibu","Planning trip to NZ"
3185043,152,"None of these","Planning trip to NZ"
3185047,119,"None of these","Planning trip to NZ"
3185213,135,"None of these","Planning trip to NZ"
3185214,117,"Weibu","Planning trip to NZ"
3185201,140,"None of these","After trip to NZ"
3185210,141,"None of these","After trip to NZ"
3185160,134,"Facebook","During trip to NZ"
3185047,121,"None of these","After trip to NZ"
3185209,139,"None of these","During trip to NZ"
3185160,135,"None of these","After trip to NZ"
3185051,134,"None of these","During trip to NZ"
3185164,124,"Facebook","During trip to NZ"
3185164,125,"Twitter","During trip to NZ"
3185168,127,"None of these","Planning trip to NZ"
3185047,120,"None of these","During trip to NZ"
3185209,140,"None of these","After trip to NZ"
3185213,136,"Facebook","During trip to NZ"
3185213,137,"None of these","After trip to NZ"
3185164,126,"None of these","After trip to NZ"
3185225,140,"Facebook","Planning trip to NZ"
3185168,128,"None of these","During trip to NZ"
3185059,149,"None of these","Planning trip to NZ"
3185063,138,"Weibu","Planning trip to NZ"
3185180,143,"None of these","Planning trip to NZ"
3185226,117,"None of these","Planning trip to NZ"
3185214,118,"None of these","During trip to NZ"
3185059,151,"Facebook","After trip to NZ"
3185180,144,"Facebook","During trip to NZ"
3185225,142,"Facebook","After trip to NZ"
3185226,119,"None of these","After trip to NZ"
3185233,137,"Facebook","During trip to NZ"
3185237,130,"None of these","Planning trip to NZ"
3185063,141,"Weibu","After trip to NZ"
3185168,129,"None of these","After trip to NZ"
3185051,135,"None of these","After trip to NZ"
3185063,139,"None of these","During trip to NZ"
