"SurveyResponseID","AnswerNumber","AmenityType","SatisfactionRatingReason"
3185174,104,"Maori activities experienced","Good quality/standard"
3185186,99,"Commercial transport","No reason"
3185162,85,"Food & beverage outlets","No reason"
3184715,110,"Maori activities experienced","Entertaining"
3185162,88,"Maori activities experienced","Entertaining"
3185170,122,"Maori activities experienced","Well organised"
3185174,102,"Maori activities experienced","Informative"
3185174,105,"Maori activities experienced","Poor quality/standard"
3185158,121,"Sense of safety","Another reason"
3185158,115,"Maori activities experienced","Good quality/standard"
3184707,101,"Maori activities experienced","Informative"
3184707,104,"Maori activities experienced","Did not live up to expectations"
3185162,89,"Maori activities experienced","Well organised"
3185170,119,"Maori activities experienced","Entertaining"
3185182,98,"Maori activities experienced","Learnt about a new culture"
3185138,94,"Accommodation","Poor/old facilities"
3185158,113,"Maori activities experienced","Learnt about a new culture"
3185158,116,"Maori activities experienced","Good staff"
3185158,119,"i-Sites","Shut too early/short opening hours"
3184707,103,"Maori activities experienced","Good staff"
3185190,102,"Maori activities experienced","Learnt about a new culture"
3185190,105,"Maori activities experienced","Well organised"
3185206,102,"Accommodation","Too expensive"
3185206,105,"Maori activities experienced","Entertaining"
3185210,108,"Food & beverage outlets","Too expensive"
3185170,123,"Customer service","Staff not knowledgeable"
3185190,106,"Customer service","Staff not friendly"
3185186,100,"Maori activities experienced","Learnt about a new culture"
3185190,103,"Maori activities experienced","Entertaining"
3185190,104,"Maori activities experienced","Did not live up to expectations"
3185210,110,"Activities experienced","Poor service"
3185210,113,"Customer service","Slow"
3185206,103,"Accommodation","No free internet"
3185206,106,"Maori activities experienced","Good staff"
3185170,117,"Food & beverage outlets","Too expensive"
3185170,120,"Maori activities experienced","Good quality/standard"
3185174,100,"Accommodation","No reason"
3185174,103,"Maori activities experienced","Entertaining"
3185162,86,"Activities experienced","No reason"
3185186,101,"Customer service","Staff didn't care"
3185182,99,"Maori activities experienced","Entertaining"
3185210,111,"Maori activities experienced","Learnt about a new culture"
3185214,94,"Maori activities experienced","Good quality/standard"
3185210,112,"Maori activities experienced","Entertaining"
3185214,92,"Maori activities experienced","Learnt about a new culture"
3185226,89,"Maori activities experienced","Well organised"
3185230,104,"Maori activities experienced","Learnt about a new culture"
3185234,103,"Food & beverage outlets","Poor food quality"
3185230,105,"Maori activities experienced","Entertaining"
3184649,106,"Maori activities experienced","Learnt about a new culture"
3185214,93,"Maori activities experienced","Informative"
3185226,88,"Maori activities experienced","Informative"
3185230,103,"Food & beverage outlets","Not as good as you get overseas"
3185234,102,"Food & beverage outlets","Limited choices"
3185246,90,"Accommodation","No reason"
3184649,107,"Maori activities experienced","Informative"
3185254,89,"NZ environment","Weather"
3185258,104,"Food & beverage outlets","Limited choices"
3185258,114,"Customer service","Staff not friendly"
3185234,104,"Maori activities experienced","Entertaining"
3185246,92,"Maori activities experienced","Learnt about a new culture"
3184649,109,"Maori activities experienced","Good quality/standard"
3185254,87,"Food & beverage outlets","Poor food quality"
3185254,90,"NZ environment","Another reason"
3185258,106,"Food & beverage outlets","Alcohol too expensive"
3185258,109,"Maori activities experienced","Learnt about a new culture"
3185258,115,"Customer service","Slow"
3185270,84,"Commercial transport","Inconvenient public transportation"
3185258,107,"Commercial transport","Inconvenient public transportation"
3185270,87,"Sense of safety","No safety barriers"
3185246,91,"Commercial transport","Another reason"
3185246,94,"Maori activities experienced","Well organised"
3185254,86,"Food & beverage outlets","Limited choices"
3185258,105,"Food & beverage outlets","Poor food quality"
3185258,108,"Commercial transport","The transport was delayed"
3185186,98,"Food & beverage outlets","No reason"
3185210,109,"Food & beverage outlets","Limited choices"
3185226,87,"Maori activities experienced","Learnt about a new culture"
3185258,111,"Maori activities experienced","Entertaining"
3185230,102,"Food & beverage outlets","Too expensive"
3185206,104,"Commercial transport","Another reason"
3185246,93,"Maori activities experienced","Did not live up to expectations"
3184649,108,"Maori activities experienced","Entertaining"
3185254,88,"Maori activities experienced","Entertaining"
3185258,110,"Maori activities experienced","Informative"
3185258,113,"Maori activities experienced","Well organised"
3185270,85,"Maori activities experienced","Good staff"
3185266,83,"Maori activities experienced","Well organised"
3185270,86,"Maori activities experienced","Well organised"
3185274,104,"Customer service","Staff not friendly"
3185258,112,"Maori activities experienced","Good quality/standard"
3185266,82,"Maori activities experienced","Poor quality/standard"
3185274,105,"Customer service","Slow"
3185274,102,"Food & beverage outlets","Supermarkets lack of variety"
3185285,93,"Maori activities experienced","Learnt about a new culture"
3185289,99,"Food & beverage outlets","Poor food quality"
3185289,102,"Maori activities experienced","Good staff"
3185297,107,"Maori activities experienced","Learnt about a new culture"
3185305,93,"Food & beverage outlets","No reason"
3185274,101,"Food & beverage outlets","Poor food quality"
3185285,91,"Food & beverage outlets","Too expensive"
3185285,94,"Maori activities experienced","Well organised"
3185289,100,"Maori activities experienced","Learnt about a new culture"
3185297,108,"Maori activities experienced","Good quality/standard"
3185309,83,"Maori activities experienced","Good staff"
3185313,111,"Maori activities experienced","Good staff"
3185329,108,"Maori activities experienced","Informative"
3185274,103,"Maori activities experienced","Learnt about a new culture"
3185289,98,"Food & beverage outlets","Limited choices"
3185289,101,"Maori activities experienced","Entertaining"
3185305,95,"Maori activities experienced","Entertaining"
3185313,113,"i-Sites","Another reason"
3185317,96,"Maori activities experienced","Entertaining"
3185317,99,"Maori activities experienced","Well organised"
3185317,102,"NZ environment","More effort to preserve natural environment requir"
3185329,110,"Maori activities experienced","Good quality/standard"
3185357,106,"Commercial transport","No reason"
3185329,111,"Maori activities experienced","Well organised"
3185337,116,"Maori activities experienced","Informative"
3185309,80,"Activities experienced","Another reason"
3185313,108,"Activities experienced","Have to cancel the activity due to weather/road  c"
3185317,101,"Customer service","Another reason"
3185389,77,"Activities experienced","Too expensive"
3185313,106,"Commercial transport","Poor customer service"
3185373,92,"Commercial transport","No reason"
3185337,115,"Maori activities experienced","Learnt about a new culture"
3185309,78,"Activities experienced","Too expensive"
3185285,92,"Commercial transport","Expensive"
3185274,100,"Food & beverage outlets","Too expensive"
3185297,109,"Maori activities experienced","Good staff"
3185309,81,"Maori activities experienced","Learnt about a new culture"
3185313,109,"Maori activities experienced","Learnt about a new culture"
3185373,93,"Maori activities experienced","Learnt about a new culture"
3185377,91,"Maori activities experienced","Informative"
3185389,79,"Activities experienced","Another reason"
3185313,112,"i-Sites","Shut too early/short opening hours"
3185317,98,"Maori activities experienced","Good staff"
3185329,109,"Maori activities experienced","Entertaining"
3185305,94,"Commercial transport","Expensive"
3185337,117,"Maori activities experienced","Good staff"
3185357,107,"Maori activities experienced","Learnt about a new culture"
3185373,94,"Maori activities experienced","Good staff"
3185401,112,"Sense of safety","Another reason"
3185377,90,"Maori activities experienced","Learnt about a new culture"
3185389,78,"Activities experienced","Have to cancel the activity due to weather/road  c"
3185401,108,"Activities experienced","Too expensive"
3185401,111,"Sense of safety","Felt unsafe"
3185309,82,"Maori activities experienced","Good quality/standard"
3185313,110,"Maori activities experienced","Entertaining"
3185317,97,"Maori activities experienced","Good quality/standard"
3185329,107,"Maori activities experienced","Learnt about a new culture"
3185401,107,"Accommodation","Poor/old facilities"
3185401,110,"Maori activities experienced","Good staff"
3185389,82,"Maori activities experienced","Entertaining"
3185401,109,"Maori activities experienced","Entertaining"
3185409,117,"Accommodation","Too expensive"
3185409,120,"Food & beverage outlets","Poor food quality"
3185377,93,"Maori activities experienced","Well organised"
3185389,81,"Maori activities experienced","Informative"
3185409,119,"Food & beverage outlets","Too expensive"
