"SurveyResponseID","AnswerNumber","TechnologyType"
3185155,130,"Your own mobile phone set to global roaming"
3185155,131,"A mobile phone purchased in New Zealand"
3185156,117,"Your own mobile phone set to global roaming"
3185156,118,"Blackberry, iPhone or another smart phone"
3185156,119,"Wi-fi internet locations"
3185158,140,"Your own mobile phone with a sim card purchased in New Zealand"
3185159,145,"Your own laptop or iPad/tablet"
3185160,123,"Your own mobile phone set to global roaming"
3185160,124,"Blackberry, iPhone or another smart phone"
3185160,125,"Wi-fi internet locations"
3185161,101,"None of these"
3185162,109,"Internet cafes"
3185163,123,"Your own mobile phone with a sim card purchased in New Zealand"
3185164,117,"Your own mobile phone set to global roaming"
3185164,118,"Your own laptop or iPad/tablet"
3185167,125,"Blackberry, iPhone or another smart phone"
3185167,126,"Wi-fi internet locations"
3185167,127,"Your own laptop or iPad/tablet"
3185168,122,"Your own mobile phone set to global roaming"
3185170,141,"Wi-fi internet locations"
3185174,122,"None of these"
3185175,113,"Your own mobile phone set to global roaming"
3185175,114,"Blackberry, iPhone or another smart phone"
3185175,115,"Wi-fi internet locations"
3185175,116,"Your own laptop or iPad/tablet"
3185180,130,"Your own mobile phone set to global roaming"
3185180,131,"A mobile phone purchased in New Zealand"
3185180,132,"Wi-fi internet locations"
3185180,133,"Your own laptop or iPad/tablet"
3185181,128,"Your own mobile phone set to global roaming"
3185181,129,"Your own laptop or iPad/tablet"
3185181,130,"Gaming console with Wi-fi capacity"
3185182,116,"Your own mobile phone set to global roaming"
3185182,117,"Your own laptop or iPad/tablet"
3185183,105,"Your own mobile phone set to global roaming"
3185183,106,"Wi-fi internet locations"
3185185,133,"Your own mobile phone with a sim card purchased in New Zealand"
3185185,134,"Your own mobile phone set to global roaming"
3185185,135,"Blackberry, iPhone or another smart phone"
3185185,136,"Wi-fi internet locations"
3185186,120,"Your own mobile phone set to global roaming"
3185186,121,"Wi-fi internet locations"
3185186,122,"Your own laptop or iPad/tablet"
3185188,123,"Wi-fi internet locations"
3185190,132,"Your own laptop or iPad/tablet"
3185191,122,"Wi-fi internet locations"
3185193,119,"Your own mobile phone set to global roaming"
3185195,123,"Your own mobile phone set to global roaming"
3185197,126,"Your own mobile phone with a sim card purchased in New Zealand"
3185197,127,"Your own laptop or iPad/tablet"
3185197,128,"Other types of technology"
3185199,131,"Blackberry, iPhone or another smart phone"
3185199,132,"Your own laptop or iPad/tablet"
3185200,122,"Your own mobile phone with a sim card purchased in New Zealand"
3185200,123,"Wi-fi internet locations"
3185201,130,"Your own mobile phone set to global roaming"
3185204,142,"Your own mobile phone with a sim card purchased in New Zealand"
3185206,129,"Your own mobile phone set to global roaming"
3185206,130,"Blackberry, iPhone or another smart phone"
3185206,131,"Wi-fi internet locations"
3185206,132,"Your own laptop or iPad/tablet"
3185207,123,"Your own mobile phone set to global roaming"
3185208,119,"Your own laptop or iPad/tablet"
3185209,129,"A mobile phone purchased in New Zealand"
3185209,130,"Blackberry, iPhone or another smart phone"
3185209,131,"Wi-fi internet locations"
3185209,132,"Your own laptop or iPad/tablet"
3185210,130,"Your own mobile phone set to global roaming"
3185210,131,"Blackberry, iPhone or another smart phone"
3185210,132,"Your own laptop or iPad/tablet"
3185210,133,"Other types of technology"
3185211,130,"Internet cafes"
3185211,131,"Wi-fi internet locations"
3185211,132,"Other types of technology"
3185213,127,"Your own mobile phone set to global roaming"
3185213,128,"Blackberry, iPhone or another smart phone"
3185213,129,"Wi-fi internet locations"
3185213,130,"Your own laptop or iPad/tablet"
3185214,108,"Wi-fi internet locations"
3185216,125,"A mobile phone purchased in New Zealand"
3185216,126,"Blackberry, iPhone or another smart phone"
3185216,127,"Your own laptop or iPad/tablet"
3185220,137,"Your own mobile phone set to global roaming"
3185220,138,"Blackberry, iPhone or another smart phone"
3185223,119,"Internet cafes"
3185223,120,"Wi-fi internet locations"
3185223,121,"Your own laptop or iPad/tablet"
3185224,122,"Your own laptop or iPad/tablet"
3185225,133,"Wi-fi internet locations"
3185225,134,"Your own laptop or iPad/tablet"
3185226,111,"Your own laptop or iPad/tablet"
3185227,123,"Blackberry, iPhone or another smart phone"
3185227,124,"Wi-fi internet locations"
3185227,125,"Your own laptop or iPad/tablet"
3185228,105,"Your own mobile phone with a sim card purchased in New Zealand"
3185228,106,"Blackberry, iPhone or another smart phone"
3185228,107,"Your own laptop or iPad/tablet"
3185230,131,"Your own mobile phone set to global roaming"
3185230,132,"Wi-fi internet locations"
3185231,146,"Wi-fi internet locations"
3185233,125,"Your own mobile phone with a sim card purchased in New Zealand"
3185233,126,"Internet cafes"
3185233,127,"Wi-fi internet locations"
3185233,128,"Your own laptop or iPad/tablet"
3185233,129,"Gaming console with Wi-fi capacity"
3185234,125,"Your own mobile phone with a sim card purchased in New Zealand"
3185234,126,"Your own mobile phone set to global roaming"
3185234,127,"Blackberry, iPhone or another smart phone"
3185234,128,"Wi-fi internet locations"
3185235,145,"Your own mobile phone with a sim card purchased in New Zealand"
3185235,146,"Your own mobile phone set to global roaming"
3185235,147,"Blackberry, iPhone or another smart phone"
3185237,118,"Your own mobile phone with a sim card purchased in New Zealand"
3185237,119,"Your own mobile phone set to global roaming"
3185237,120,"Blackberry, iPhone or another smart phone"
3185237,121,"Wi-fi internet locations"
3185237,122,"Your own laptop or iPad/tablet"
3185237,123,"Other types of technology"
3185239,119,"Blackberry, iPhone or another smart phone"
3185240,129,"Wi-fi internet locations"
3185240,130,"Your own laptop or iPad/tablet"
3185241,132,"Your own mobile phone with a sim card purchased in New Zealand"
3185241,133,"Wi-fi internet locations"
3185244,113,"Wi-fi internet locations"
3185244,114,"Your own laptop or iPad/tablet"
3185244,115,"Gaming console with Wi-fi capacity"
3185245,135,"None of these"
3185246,115,"Your own mobile phone set to global roaming"
3185246,116,"Blackberry, iPhone or another smart phone"
3185246,117,"Other types of technology"
3185247,118,"Wi-fi internet locations"
3185247,119,"Your own laptop or iPad/tablet"
3185248,109,"Wi-fi internet locations"
3185248,110,"Your own laptop or iPad/tablet"
3185249,120,"Wi-fi internet locations"
3185249,121,"Your own laptop or iPad/tablet"
3185252,122,"Wi-fi internet locations"
3185252,123,"Your own laptop or iPad/tablet"
3185254,105,"Your own mobile phone with a sim card purchased in New Zealand"
3185254,106,"Blackberry, iPhone or another smart phone"
3185254,107,"Wi-fi internet locations"
3185254,108,"Your own laptop or iPad/tablet"
3185258,133,"Your own mobile phone set to global roaming"
3185258,134,"Blackberry, iPhone or another smart phone"
3185258,135,"Your own laptop or iPad/tablet"
3185260,138,"Your own mobile phone with a sim card purchased in New Zealand"
3185260,139,"Your own mobile phone set to global roaming"
3185266,102,"Your own mobile phone with a sim card purchased in New Zealand"
3185266,103,"Internet cafes"
3185266,104,"Your own laptop or iPad/tablet"
3185267,117,"Your own mobile phone with a sim card purchased in New Zealand"
3185267,118,"Blackberry, iPhone or another smart phone"
3185268,124,"Your own mobile phone set to global roaming"
3185268,125,"Wi-fi internet locations"
3185270,107,"Your own mobile phone set to global roaming"
3185274,131,"Your own mobile phone with a sim card purchased in New Zealand"
3185274,132,"Your own laptop or iPad/tablet"
3185277,123,"Your own laptop or iPad/tablet"
3185284,133,"Your own mobile phone set to global roaming"
3185284,134,"Blackberry, iPhone or another smart phone"
3185284,135,"Internet cafes"
3185284,136,"Your own laptop or iPad/tablet"
3185285,113,"A mobile phone purchased in New Zealand"
3185285,114,"Internet cafes"
3185285,115,"Wi-fi internet locations"
3185288,123,"None of these"
3185289,121,"Blackberry, iPhone or another smart phone"
3185289,122,"Your own laptop or iPad/tablet"
3185292,120,"None of these"
3185296,130,"Your own laptop or iPad/tablet"
3185297,125,"Your own mobile phone with a sim card purchased in New Zealand"
3185297,126,"Wi-fi internet locations"
3185302,126,"Your own mobile phone set to global roaming"
3185302,127,"Wi-fi internet locations"
3185304,112,"Wi-fi internet locations"
3185305,110,"Internet cafes"
3185309,100,"Wi-fi internet locations"
3185309,101,"Your own laptop or iPad/tablet"
3185310,119,"Blackberry, iPhone or another smart phone"
3185310,120,"Wi-fi internet locations"
3185310,121,"Your own laptop or iPad/tablet"
3185312,113,"Your own laptop or iPad/tablet"
3185313,131,"None of these"
3185317,122,"Your own mobile phone with a sim card purchased in New Zealand"
3185317,123,"Your own laptop or iPad/tablet"
3185318,120,"Your own mobile phone set to global roaming"
3185318,121,"Wi-fi internet locations"
3185318,122,"Your own laptop or iPad/tablet"
3185322,130,"Your own mobile phone with a sim card purchased in New Zealand"
3185322,131,"Blackberry, iPhone or another smart phone"
3185324,122,"Wi-fi internet locations"
3185327,118,"Wi-fi internet locations"
3185328,112,"Your own mobile phone set to global roaming"
3185328,113,"Your own laptop or iPad/tablet"
3185329,129,"Blackberry, iPhone or another smart phone"
3185329,130,"Wi-fi internet locations"
3185330,106,"Wi-fi internet locations"
3185330,107,"Your own laptop or iPad/tablet"
3185331,128,"Your own mobile phone with a sim card purchased in New Zealand"
3185331,129,"Wi-fi internet locations"
3185332,112,"None of these"
3185334,113,"Wi-fi internet locations"
3185334,114,"Your own laptop or iPad/tablet"
3185337,137,"Your own mobile phone set to global roaming"
3185337,138,"Wi-fi internet locations"
3185337,139,"Your own laptop or iPad/tablet"
3185338,128,"Wi-fi internet locations"
3185342,133,"None of these"
3185343,123,"None of these"
3185346,124,"Wi-fi internet locations"
3185346,125,"Your own laptop or iPad/tablet"
3185347,145,"Wi-fi internet locations"
3185348,112,"Your own mobile phone set to global roaming"
3185348,113,"Your own laptop or iPad/tablet"
3185350,107,"Your own mobile phone set to global roaming"
3185350,108,"Wi-fi internet locations"
3185351,112,"Your own mobile phone with a sim card purchased in New Zealand"
3185352,106,"Your own mobile phone set to global roaming"
3185352,107,"Blackberry, iPhone or another smart phone"
3185352,108,"Internet cafes"
3185352,109,"Wi-fi internet locations"
3185352,110,"Your own laptop or iPad/tablet"
3185355,128,"Your own mobile phone set to global roaming"
3185355,129,"Blackberry, iPhone or another smart phone"
3185355,130,"Internet cafes"
3185355,131,"Wi-fi internet locations"
3185355,132,"Your own laptop or iPad/tablet"
3185357,126,"None of these"
3185358,106,"Your own mobile phone set to global roaming"
3185358,107,"Wi-fi internet locations"
3185358,108,"Your own laptop or iPad/tablet"
3185362,120,"None of these"
3185367,133,"Your own mobile phone with a sim card purchased in New Zealand"
3185367,134,"Wi-fi internet locations"
3185367,135,"Your own laptop or iPad/tablet"
3185368,117,"Your own mobile phone set to global roaming"
3185368,118,"Wi-fi internet locations"
3185368,119,"Your own laptop or iPad/tablet"
3185366,119,"Wi-fi internet locations"
3185618,130,"Your own mobile phone with a sim card purchased in New Zealand"
3185618,131,"Internet cafes"
3185618,132,"Wi-fi internet locations"
3185618,133,"Your own laptop or iPad/tablet"
3185622,119,"None of these"
3185620,116,"Internet cafes"
3185620,117,"Wi-fi internet locations"
3185620,118,"Your own laptop or iPad/tablet"
3185370,129,"Your own mobile phone with a sim card purchased in New Zealand"
3185370,130,"Blackberry, iPhone or another smart phone"
3185372,124,"Internet cafes"
3185372,125,"Wi-fi internet locations"
3185373,111,"Your own mobile phone set to global roaming"
3185373,112,"Wi-fi internet locations"
3185374,130,"Your own mobile phone set to global roaming"
3185374,131,"Wi-fi internet locations"
3185374,132,"Gaming console with Wi-fi capacity"
3185375,115,"A mobile phone purchased in New Zealand"
3185375,116,"Wi-fi internet locations"
3185375,117,"Your own laptop or iPad/tablet"
3185377,110,"Your own mobile phone with a sim card purchased in New Zealand"
3185377,111,"Your own mobile phone set to global roaming"
3185377,112,"Blackberry, iPhone or another smart phone"
3185378,113,"Blackberry, iPhone or another smart phone"
3185379,102,"Your own laptop or iPad/tablet"
3185380,135,"Blackberry, iPhone or another smart phone"
3185380,136,"Wi-fi internet locations"
3185382,111,"Your own mobile phone set to global roaming"
3185382,112,"Wi-fi internet locations"
3185384,117,"Wi-fi internet locations"
3185387,113,"Wi-fi internet locations"
3185387,114,"Other types of technology"
3185389,104,"Wi-fi internet locations"
3185389,105,"Your own laptop or iPad/tablet"
3185390,124,"Your own mobile phone set to global roaming"
3185390,125,"Blackberry, iPhone or another smart phone"
3185390,126,"Wi-fi internet locations"
3185392,111,"Blackberry, iPhone or another smart phone"
3185392,112,"Internet cafes"
3185392,113,"Wi-fi internet locations"
